year,ActorId,Name,MovieId,Title,genre,Country,gross
2000,1835,Sandra Bullock,301,Miss Congeniality,Comedy,,16.25
1994,1835,Sandra Bullock,745,Speed,#N/A,,103.25
2009,1835,Sandra Bullock,809,The Blind Side,Biography,,28.5
2009,1835,Sandra Bullock,182,The Proposal,Romance,,55.75
#N/A,1217,Sandra Oh,316,Sideways,Romance,,#N/A
2007,286,Saoirse Ronan,870,Atonement,Romance,,128.25
2011,286,Saoirse Ronan,293,Hanna,Drama,,7.75
2009,348,Sarah Burns,159,"I Love You, Man",Romance,,28
2008,35,Sarah Clarke,766,Twilight,Romance,,87.75
2014,732,Sarah Gadon,551,Dracula Untold,Drama,,177.25
1996,292,Sarah Jessica Parker,583,Mars Attacks!,Comedy,,65
1999,510,Sarah Michelle Gellar,782,Cruel Intentions,Romance,,101
2004,1655,Sarah Polley,738,Dawn of the Dead,#N/A,,117.75
#N/A,1655,Sarah Polley,829,Mr. Nobody,Romance,,#N/A
2007,80,Sarah Roemer,491,Disturbia,Drama,,22.5
#N/A,80,Sarah Roemer,617,Hachi: A Dog's Tale,Drama,,#N/A
2012,1011,Sarah Silverman,255,Wreck-It Ralph,Comedy,,94.75
2014,1101,Sarah Snook,140,Predestination,Drama,,13.25
2011,363,Sareh Bayat,958,Jodaeiye Nader az Simin,Drama,,31
#N/A,418,Saskia Mulder,321,The Descent,#N/A,,#N/A
2008,1354,Saurabh Shukla,401,Slumdog Millionaire,Romance,,134.5
2016,377,Scarlett Johansson,810,Captain America: Civil War,#N/A,,116
2014,377,Scarlett Johansson,566,Captain America: The Winter Soldier,#N/A,,27
2014,377,Scarlett Johansson,259,Chef,Comedy,,19
2013,377,Scarlett Johansson,648,Don Jon,Romance,,148.75
2013,377,Scarlett Johansson,315,Her,Romance,,29.5
#N/A,377,Scarlett Johansson,276,Lost in Translation,Drama,,#N/A
2014,377,Scarlett Johansson,15,Lucy,Sci-Fi,,108.75
2005,377,Scarlett Johansson,317,Match Point,Romance,,35
2012,377,Scarlett Johansson,906,The Avengers,#N/A,,114.5
2005,377,Scarlett Johansson,669,The Island,#N/A,,8.75
#N/A,377,Scarlett Johansson,502,The Prestige,Drama,,#N/A
2008,377,Scarlett Johansson,384,Vicky Cristina Barcelona,Romance,,30.5
1980,716,Scatman Crothers,615,The Shining,Drama,,119
2014,1415,Scoot McNairy,820,Non-Stop,#N/A,,115
2014,993,Scott Adsit,635,Big Hero 6,Animation,,73.75
2012,1428,Scott Glenn,454,The Bourne Legacy,#N/A,,103.5
1990,1428,Scott Glenn,610,The Hunt for Red October,#N/A,,25.75
2001,1428,Scott Glenn,985,Training Day,Drama,,77
2005,248,Scott MacDonald,724,Jarhead,Biography,,23.25
2004,785,Scott Mechlowicz,86,EuroTrip,Comedy,,34.5
2003,1530,Scott Speedman,338,Underworld,#N/A,,78.25
#N/A,1530,Scott Speedman,576,Underworld: Evolution,#N/A,,#N/A
1992,1190,Scott Weinger,732,Aladdin,Comedy,,97.25
2004,687,Sean Astin,82,50 First Dates,Romance,,127.25
1985,687,Sean Astin,803,The Goonies,Comedy,,12.25
2002,1390,Sean Bean,389,Equilibrium,Drama,,49.5
1995,1390,Sean Bean,260,GoldenEye,#N/A,,115
2015,1390,Sean Bean,46,Jupiter Ascending,Sci-Fi,,101.75
2004,1390,Sean Bean,154,National Treasure,#N/A,,150.25
#N/A,1390,Sean Bean,310,Silent Hill,#N/A,,#N/A
2001,1390,Sean Bean,194,The Lord of the Rings: The Fellowship of the Ring,Drama,,93
2010,1113,Sean Bott,993,127 Hours,Biography,,22.5
#N/A,87,Sean Bridgers,147,Room,Drama,,#N/A
#N/A,318,Sean Connery,138,Indiana Jones and the Last Crusade,#N/A,,#N/A
1990,318,Sean Connery,610,The Hunt for Red October,#N/A,,25.75
1996,318,Sean Connery,353,The Rock,#N/A,,74.5
1987,318,Sean Connery,366,The Untouchables,Drama,,105.5
1998,594,Sean Gullette,815,Pi,Drama,,189.25
2007,665,Sean Hayes,795,The Bucket List,Comedy,,88
1999,1798,Sean Patrick Flanery,326,The Boondock Saints,#N/A,,113.25
2006,1705,Sean Patrick Thomas,390,The Fountain,Drama,,68.5
2003,708,Sean Penn,595,21 Grams,Drama,,47
1993,708,Sean Penn,241,Carlito's Way,Drama,,33.75
2013,708,Sean Penn,71,Gangster Squad,Drama,,33
2003,708,Sean Penn,364,Mystic River,Drama,,16
#N/A,708,Sean Penn,304,The Game,Drama,,#N/A
1998,708,Sean Penn,391,The Thin Red Line,Drama,,123.75
1994,453,Sean Young,22,Ace Ventura: Pet Detective,Comedy,,173.75
1982,453,Sean Young,598,Blade Runner,#N/A,,179.25
2001,450,Seann William Scott,221,American Pie 2,Comedy,,87.5
2012,450,Seann William Scott,215,American Reunion,Comedy,,181.75
2003,450,Seann William Scott,327,American Wedding,Comedy,,28.75
2006,450,Seann William Scott,845,Ice Age: The Meltdown,Comedy,,118.75
2008,450,Seann William Scott,477,Role Models,Comedy,,161
2013,1504,Sebastian Koch,705,A Good Day to Die Hard,#N/A,,10.25
2006,1504,Sebastian Koch,370,Das Leben der Anderen,Drama,,36.75
2016,720,Sebastian Stan,810,Captain America: Civil War,#N/A,,116
1993,634,Sela Ward,376,The Fugitive,Drama,,83.25
2012,1438,Selena Gomez,908,Hotel Transylvania,Comedy,,113.25
1999,360,Selma Blair,782,Cruel Intentions,Romance,,101
2004,360,Selma Blair,572,Hellboy,#N/A,,17.5
2008,360,Selma Blair,584,Hellboy II: The Golden Army,#N/A,,94.75
#N/A,360,Selma Blair,590,Legally Blonde,Romance,,#N/A
2006,1003,Sergi López,343,El laberinto del fauno,Drama,,138.25
1957,1828,Sessue Hayakawa,291,The Bridge on the River Kwai,Drama,,54.25
2002,113,Seth Green,66,Austin Powers in Goldmember,Comedy,,18.75
2014,630,Seth MacFarlane,637,A Million Ways to Die in the West,Comedy,,39.25
2012,630,Seth MacFarlane,578,Ted,Comedy,,120.5
2015,630,Seth MacFarlane,345,Ted 2,Comedy,,158.25
2011,1694,Seth Rogen,117,50/50,Romance,,19.25
2007,1694,Seth Rogen,369,Knocked Up,Romance,,113.75
2014,1694,Seth Rogen,496,Neighbors,Comedy,,7
2011,1694,Seth Rogen,348,Paul,Comedy,,70.25
2008,1694,Seth Rogen,349,Pineapple Express,Comedy,,22
2014,1694,Seth Rogen,923,The Interview,Comedy,,18.5
2013,1694,Seth Rogen,13,This Is the End,Comedy,,114.25
2008,1694,Seth Rogen,474,Zack and Miri Make a Porno,Romance,,57.75
2006,909,Shad Moss,716,The Fast and the Furious: Tokyo Drift,#N/A,,44
2011,762,Shahab Hosseini,958,Jodaeiye Nader az Simin,Drama,,31
2014,789,Shailene Woodley,14,Divergent,#N/A,,107.5
2015,789,Shailene Woodley,910,Insurgent,#N/A,,132.75
2011,789,Shailene Woodley,863,The Descendants,Comedy,,11.5
2014,789,Shailene Woodley,614,The Fault in Our Stars,Romance,,44.25
2003,855,Shane Brolly,338,Underworld,#N/A,,78.25
2002,1786,Shane West,470,A Walk to Remember,Romance,,86.75
2001,505,Shannon Elizabeth,221,American Pie 2,Comedy,,87.5
2015,1404,Sharlto Copley,74,Chappie,Drama,,134.75
2009,1404,Sharlto Copley,528,District 9,#N/A,,66.75
2013,1404,Sharlto Copley,166,Elysium,Drama,,90.5
2014,1404,Sharlto Copley,434,Maleficent,#N/A,,31.25
2010,1404,Sharlto Copley,195,The A-Team,Comedy,,49.75
2009,521,Sharman Joshi,183,3 Idiots,Comedy,,62
2002,1775,Sharon Small,662,About a Boy,Romance,,93.75
1995,1590,Sharon Stone,545,Casino,Drama,,137
1990,1590,Sharon Stone,573,Total Recall,#N/A,,60
#N/A,86,Shauna Macdonald,321,The Descent,#N/A,,#N/A
2006,607,Shawnee Smith,228,Saw III,#N/A,,52.25
1980,134,Shelley Duvall,615,The Shining,Drama,,119
2005,1284,Shia LaBeouf,242,Constantine,#N/A,,149
2007,1284,Shia LaBeouf,491,Disturbia,Drama,,22.5
#N/A,1284,Shia LaBeouf,214,Eagle Eye,#N/A,,#N/A
2014,1284,Shia LaBeouf,934,Fury,Drama,,80.5
2008,1284,Shia LaBeouf,105,Indiana Jones and the Kingdom of the Crystal Skull,#N/A,,37
2012,1284,Shia LaBeouf,581,Lawless,Drama,,48.75
2007,1284,Shia LaBeouf,656,Transformers,#N/A,,39.5
2011,1284,Shia LaBeouf,865,Transformers: Dark of the Moon,#N/A,,133
2009,1284,Shia LaBeouf,725,Transformers: Revenge of the Fallen,#N/A,,175.25
1988,849,Shigesato Itoi,787,Tonari no Totoro,Animation,,32
2004,1572,Shuler Hensley,296,Van Helsing,#N/A,,77.25
1968,1362,Sidney Blackmer,941,Rosemary's Baby,Drama,,108.25
2004,27,Sienna Guillory,404,Resident Evil: Apocalypse,#N/A,,127.75
#N/A,70,Sienna Miller,571,American Sniper,Biography,,#N/A
2007,70,Sienna Miller,90,Stardust,#N/A,,124.75
1979,858,Sigourney Weaver,960,Alien,#N/A,,140.75
1997,858,Sigourney Weaver,651,Alien: Resurrection,#N/A,,140
#N/A,858,Sigourney Weaver,956,Alien³,#N/A,,#N/A
1986,858,Sigourney Weaver,371,Aliens,#N/A,,83.5
2009,858,Sigourney Weaver,834,Avatar,#N/A,,46
2015,858,Sigourney Weaver,74,Chappie,Drama,,134.75
#N/A,858,Sigourney Weaver,672,Ghost Busters,Comedy,,#N/A
#N/A,858,Sigourney Weaver,42,Ghostbusters II,Comedy,,#N/A
2004,858,Sigourney Weaver,146,The Village,Drama,,74
#N/A,603,Simon Callow,36,Ace Ventura: When Nature Calls,Comedy,,#N/A
2007,777,Simon Pegg,796,Hot Fuzz,Comedy,,35.5
2011,777,Simon Pegg,4,Mission: Impossible - Ghost Protocol,#N/A,,88.5
#N/A,777,Simon Pegg,238,Mission: Impossible - Rogue Nation,#N/A,,#N/A
2011,777,Simon Pegg,348,Paul,Comedy,,70.25
#N/A,777,Simon Pegg,702,Shaun of the Dead,Comedy,,#N/A
2009,777,Simon Pegg,744,Star Trek,#N/A,,42
2011,777,Simon Pegg,697,The Adventures of Tintin,Animation,,21.25
2013,777,Simon Pegg,534,The World's End,Comedy,,170.5
2008,1276,Simon Yam,408,Yip Man,Biography,,16.5
2008,952,Siu-Wong Fan,408,Yip Man,Biography,,16.5
2008,1118,Skandar Keynes,354,The Chronicles of Narnia: Prince Caspian,#N/A,,63
#N/A,1118,Skandar Keynes,896,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",#N/A,,#N/A
1996,561,Skeet Ulrich,628,Scream,#N/A,,10.5
2009,492,Soledad Villamil,513,El secreto de sus ojos,Romance,,26
2014,1556,Sonoya Mizuno,688,Ex Machina,Drama,,152
1995,1675,Sophie Marceau,472,Braveheart,Biography,,43.5
1999,1675,Sophie Marceau,129,The World Is Not Enough,#N/A,,61.75
2013,17,Sophie Okonedo,55,After Earth,Sci-Fi,,174.75
2004,17,Sophie Okonedo,347,Hotel Rwanda,Biography,,177.25
2014,93,Sophie Perry,218,The Theory of Everything,Romance,,105.5
2000,1115,Spencer Treat Clark,231,Unbreakable,Drama,,28.75
1936,1180,Stanley Blystone,89,Modern Times,Comedy,,82.5
2012,783,Stanley Tucci,20,The Hunger Games,Sci-Fi,,39.25
2004,783,Stanley Tucci,267,The Terminal,Romance,,27
2014,783,Stanley Tucci,582,Transformers: Age of Extinction,#N/A,,31.5
2009,468,Stellan Skarsgård,532,Angels & Demons,#N/A,,37.25
1997,468,Stellan Skarsgård,754,Good Will Hunting,Romance,,57.5
2008,468,Stellan Skarsgård,718,Mamma Mia!,Romance,,39.75
1998,468,Stellan Skarsgård,798,Ronin,#N/A,,154.25
2011,468,Stellan Skarsgård,340,The Girl with the Dragon Tattoo,Drama,,43.75
2013,468,Stellan Skarsgård,70,Thor: The Dark World,#N/A,,181
1995,987,Stephen Baldwin,356,The Usual Suspects,#N/A,,177.75
#N/A,1666,Stephen Boyd,456,Ben-Hur,Drama,,#N/A
#N/A,473,Stephen Campbell Moore,47,The Bank Job,#N/A,,#N/A
1998,246,Stephen Dorff,402,Blade,#N/A,,164.5
2016,697,Stephen Lang,352,Don't Breathe,#N/A,,119.25
2005,62,Stephen Rea,29,V for Vendetta,Drama,,16.5
1993,727,Stephen Tobolowsky,178,Groundhog Day,Romance,,196.75
1964,477,Sterling Hayden,407,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,,59.25
#N/A,520,Steve Bisley,554,Mad Max,#N/A,,#N/A
1996,1511,Steve Buscemi,543,Fargo,Drama,,24.75
2013,1511,Steve Buscemi,833,Monsters University,Comedy,,88.25
2001,1511,Steve Buscemi,592,"Monsters, Inc.",Comedy,,47
1998,1511,Steve Buscemi,497,The Big Lebowski,Comedy,,12.5
2005,1511,Steve Buscemi,669,The Island,#N/A,,8.75
2004,831,Steve Carell,983,Anchorman: The Legend of Ron Burgundy,Comedy,,116.5
2011,831,Steve Carell,483,"Crazy, Stupid, Love.",Romance,,27.75
#N/A,831,Steve Carell,931,Despicable Me,Comedy,,#N/A
2013,831,Steve Carell,963,Despicable Me 2,Comedy,,65.75
2008,831,Steve Carell,130,Get Smart,Comedy,,92.5
2006,831,Steve Carell,764,Little Miss Sunshine,Comedy,,93.75
2005,831,Steve Carell,235,The 40 Year Old Virgin,Romance,,117.75
2015,831,Steve Carell,777,The Big Short,Comedy,,38.25
2010,341,Steve Coogan,696,Percy Jackson & the Olympians: The Lightning Thief,#N/A,,19
1963,1774,Steve McQueen,947,The Great Escape,Drama,,37.5
2011,1667,Steve Wiebe,553,Horrible Bosses,Comedy,,8.75
2013,1794,Steve Zahn,432,Dallas Buyers Club,Biography,,172
1983,1078,Steven Bauer,141,Scarface,Drama,,104
1978,1525,Stockard Channing,601,Grease,Romance,,184.5
#N/A,659,Strother Martin,636,Butch Cassidy and the Sundance Kid,Biography,,#N/A
2014,578,Sullivan Stapleton,64,300: Rise of an Empire,#N/A,,127.5
1975,602,Sully Boyar,928,Dog Day Afternoon,Biography,,144
2016,1294,Sunny Pawar,251,Lion,Biography,,45.75
2012,1348,Suraj Sharma,104,Life of Pi,Drama,,7
1997,1232,Susan Egan,808,Hercules,Comedy,,83.75
2007,714,Susan Sarandon,280,Enchanted,Comedy,,137.25
2008,846,Susie Essman,824,Bolt,Comedy,,99.75
2001,591,Suzanne Pleshette,273,Sen to Chihiro no kamikakushi,Animation,,104.75
#N/A,231,Sydney Pollack,503,Eyes Wide Shut,Drama,,#N/A
2015,1015,Sylvester Stallone,99,Creed,Sport,,177.75
2013,1015,Sylvester Stallone,698,Escape Plan,#N/A,,86.75
#N/A,1015,Sylvester Stallone,999,First Blood,#N/A,,#N/A
2008,1015,Sylvester Stallone,167,Rambo,#N/A,,131.5
#N/A,1015,Sylvester Stallone,717,Rocky,Sport,,#N/A
2006,1015,Sylvester Stallone,664,Rocky Balboa,Sport,,32.75
1979,1015,Sylvester Stallone,585,Rocky II,Sport,,103.5
1985,1015,Sylvester Stallone,465,Rocky IV,Sport,,91.75
2010,1015,Sylvester Stallone,26,The Expendables,#N/A,,73.5
2012,1015,Sylvester Stallone,335,The Expendables 2,#N/A,,23.75
2000,1638,T.J. Cross,624,Gone in Sixty Seconds,#N/A,,130.25
2014,291,T.J. Miller,635,Big Hero 6,Animation,,73.75
2008,291,T.J. Miller,765,Cloverfield,#N/A,,127.75
#N/A,291,T.J. Miller,903,Deadpool,Comedy,,#N/A
2012,921,Tabu,104,Life of Pi,Drama,,7
#N/A,1685,Takashi Shimura,67,Shichinin no samurai,Drama,,#N/A
#N/A,214,Takuya Kimura,213,Hauru no ugoku shiro,Animation,,#N/A
#N/A,1127,Talia Shire,717,Rocky,Sport,,#N/A
1979,1127,Talia Shire,585,Rocky II,Sport,,103.5
1985,1127,Talia Shire,465,Rocky IV,Sport,,91.75
1990,1127,Talia Shire,945,The Godfather: Part III,Drama,,189
2013,983,Tao Okamoto,730,The Wolverine,#N/A,,30.25
2016,1136,Taraji P. Henson,767,Hidden Figures,Biography,,115.5
2014,820,Taron Egerton,684,Kingsman: The Secret Service,Comedy,,64
1997,194,Tate Donovan,808,Hercules,Comedy,,83.75
#N/A,1821,Tatsuya Gashûin,213,Hauru no ugoku shiro,Animation,,#N/A
2002,85,Taye Diggs,689,Chicago,Comedy,,124.5
2002,85,Taye Diggs,389,Equilibrium,Drama,,49.5
2012,1648,Taylor Kitsch,541,John Carter,#N/A,,61
2013,1648,Taylor Kitsch,351,Lone Survivor,Biography,,69
2011,1038,Taylor Lautner,515,The Twilight Saga: Breaking Dawn - Part 1,Drama,,80.75
#N/A,1038,Taylor Lautner,531,The Twilight Saga: Breaking Dawn - Part 2,Drama,,#N/A
2010,1038,Taylor Lautner,383,The Twilight Saga: Eclipse,Drama,,73
2009,1038,Taylor Lautner,112,The Twilight Saga: New Moon,Drama,,105.75
2000,1596,Taylor Momsen,473,How the Grinch Stole Christmas,Comedy,,172.75
2001,1303,Téa Leoni,678,Jurassic Park III,#N/A,,142.75
2016,336,Temuera Morrison,416,Moana,Comedy,,81.5
#N/A,1013,Terence Stamp,447,Wanted,#N/A,,#N/A
2016,197,Teresa Palmer,219,Hacksaw Ridge,Biography,,116.75
2011,197,Teresa Palmer,650,I Am Number Four,#N/A,,82.5
2013,197,Teresa Palmer,127,Warm Bodies,Romance,,7.25
1977,1086,Teri Garr,658,Close Encounters of the Third Kind,Drama,,130
2009,1535,Teri Hatcher,806,Coraline,Drama,,115
1997,1535,Teri Hatcher,819,Tomorrow Never Dies,#N/A,,197.25
2004,1389,Teri Polo,8,Meet the Fockers,Romance,,78.75
2000,1389,Teri Polo,188,Meet the Parents,Romance,,110
2008,934,Terrence Howard,172,Iron Man,#N/A,,69.25
2011,726,Terry Crews,83,Bridesmaids,Romance,,123.5
1979,752,Terry Gilliam,355,Life of Brian,Comedy,,124.25
1975,752,Terry Gilliam,485,Monty Python and the Holy Grail,Comedy,,127
2015,1649,Tessa Thompson,99,Creed,Sport,,177.75
2009,55,Thandie Newton,278,2012,#N/A,,92.25
2004,55,Thandie Newton,417,Crash,Drama,,97
2000,55,Thandie Newton,587,Mission: Impossible II,#N/A,,107
2008,55,Thandie Newton,683,RocknRolla,#N/A,,102.75
2004,55,Thandie Newton,511,The Chronicles of Riddick,#N/A,,182.5
2006,55,Thandie Newton,670,The Pursuit of Happyness,Biography,,98.5
1954,580,Thelma Ritter,156,Rear Window,#N/A,,84
2014,83,Theo James,14,Divergent,#N/A,,107.5
2015,83,Theo James,910,Insurgent,#N/A,,132.75
2012,398,Thomas Bo Larsen,880,Jagten,Drama,,116.25
2015,585,Thomas Brodie-Sangster,264,Maze Runner: The Scorch Trials,#N/A,,112.25
2014,585,Thomas Brodie-Sangster,100,The Maze Runner,Sci-Fi,,156.25
1989,118,Thomas F. Wilson,209,Back to the Future Part II,Comedy,,99.75
#N/A,118,Thomas F. Wilson,970,Back to the Future Part III,Comedy,,#N/A
#N/A,1151,Thomas Haden Church,316,Sideways,Romance,,#N/A
2007,1151,Thomas Haden Church,827,Spider-Man 3,#N/A,,141.5
1999,739,Thomas Ian Nicholas,136,American Pie,Comedy,,169.25
2007,1089,Thomas Jane,861,The Mist,#N/A,,111.5
2005,109,Thomas Kretschmann,643,King Kong,Drama,,90.5
2002,109,Thomas Kretschmann,898,The Pianist,Music,,43.5
2009,605,Thomas Lennon,88,17 Again,Comedy,,162.25
2015,663,Thomas M. Wright,871,Everest,Biography,,74
2012,40,Thomas Mann,476,Project X,Comedy,,112.25
1939,1407,Thomas Mitchell,63,Gone with the Wind,Romance,,200.75
1946,1407,Thomas Mitchell,325,It's a Wonderful Life,Drama,,97.75
1999,1755,Thora Birch,287,American Beauty,Drama,,107.5
2012,1261,Til Schweiger,56,This Means War,Romance,,22.25
2002,1587,Tilda Swinton,28,Adaptation.,Comedy,,45.5
2013,1587,Tilda Swinton,742,Snowpiercer,Drama,,20.75
#N/A,1587,Tilda Swinton,896,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",#N/A,,#N/A
#N/A,1587,Tilda Swinton,279,The Curious Case of Benjamin Button,Romance,,#N/A
1995,793,Tim Allen,849,Toy Story,Comedy,,78.25
1999,793,Tim Allen,930,Toy Story 2,Comedy,,145.25
2010,793,Tim Allen,821,Toy Story 3,Comedy,,66
2000,833,Tim Blake Nelson,922,"O Brother, Where Art Thou?",Comedy,,53.75
2009,506,Tim McGraw,809,The Blind Side,Biography,,28.5
2003,1810,Tim Robbins,364,Mystic River,Drama,,16
1994,1810,Tim Robbins,308,The Shawshank Redemption,Drama,,77.25
1986,1810,Tim Robbins,331,Top Gun,Drama,,50.75
2005,1810,Tim Robbins,300,War of the Worlds,#N/A,,144
#N/A,443,Tim Roth,268,Planet of the Apes,#N/A,,#N/A
1992,443,Tim Roth,124,Reservoir Dogs,Drama,,15.75
2008,443,Tim Roth,962,The Incredible Hulk,#N/A,,101.25
2010,861,Timothy Dalton,202,The Tourist,#N/A,,165.25
2004,1218,Timothy Hutton,875,Secret Window,Drama,,27
2011,425,Timothy Olyphant,650,I Am Number Four,#N/A,,82.5
2007,425,Timothy Olyphant,972,Live Free or Die Hard,#N/A,,61.5
2011,425,Timothy Olyphant,187,Rango,Comedy,,68
2004,425,Timothy Olyphant,925,The Girl Next Door,Romance,,98.5
2007,1717,Timothy Spall,811,Sweeney Todd: The Demon Barber of Fleet Street,Drama,,142.5
2004,76,Tina Fey,230,Mean Girls,Comedy,,9
2010,76,Tina Fey,887,Megamind,Comedy,,140
1995,1454,Tina Majorino,358,Waterworld,#N/A,,61.5
1936,353,Tiny Sandford,89,Modern Times,Comedy,,82.5
1998,1041,Tobey Maguire,444,Fear and Loathing in Las Vegas,Comedy,,58.5
2002,1041,Tobey Maguire,886,Spider-Man,#N/A,,162.5
2004,1041,Tobey Maguire,96,Spider-Man 2,Sci-Fi,,6.75
2007,1041,Tobey Maguire,827,Spider-Man 3,#N/A,,141.5
2013,1041,Tobey Maguire,781,The Great Gatsby,Romance,,136.75
2006,904,Tobin Bell,228,Saw III,#N/A,,52.25
2002,1562,Toby Stephens,837,Die Another Day,#N/A,,90.5
#N/A,314,Todd Field,503,Eyes Wide Shut,Drama,,#N/A
#N/A,1088,Tom Arnold,448,True Lies,Comedy,,#N/A
#N/A,243,Tom Berenger,878,Platoon,Drama,,#N/A
2001,243,Tom Berenger,985,Training Day,Drama,,77
#N/A,25,Tom Cruise,309,A Few Good Men,Drama,,#N/A
#N/A,25,Tom Cruise,701,Collateral,Drama,,#N/A
2014,25,Tom Cruise,378,Edge of Tomorrow,#N/A,,101
#N/A,25,Tom Cruise,503,Eyes Wide Shut,Drama,,#N/A
1994,25,Tom Cruise,801,Interview with the Vampire: The Vampire Chronicles,Drama,,144.5
#N/A,25,Tom Cruise,663,Jack Reacher,#N/A,,#N/A
1996,25,Tom Cruise,507,Jerry Maguire,Romance,,150.5
2010,25,Tom Cruise,441,Knight and Day,Comedy,,141
1999,25,Tom Cruise,992,Magnolia,Drama,,116.75
2002,25,Tom Cruise,39,Minority Report,#N/A,,95.75
1996,25,Tom Cruise,692,Mission: Impossible,#N/A,,14.25
2011,25,Tom Cruise,4,Mission: Impossible - Ghost Protocol,#N/A,,88.5
#N/A,25,Tom Cruise,238,Mission: Impossible - Rogue Nation,#N/A,,#N/A
2000,25,Tom Cruise,587,Mission: Impossible II,#N/A,,107
2006,25,Tom Cruise,322,Mission: Impossible III,#N/A,,168.25
2013,25,Tom Cruise,12,Oblivion,Sci-Fi,,121.75
1988,25,Tom Cruise,755,Rain Man,Drama,,33.5
2003,25,Tom Cruise,517,The Last Samurai,Drama,,51.5
1986,25,Tom Cruise,331,Top Gun,Drama,,50.75
2008,25,Tom Cruise,951,Valkyrie,Drama,,73.75
2001,25,Tom Cruise,396,Vanilla Sky,Romance,,106.75
2005,25,Tom Cruise,300,War of the Worlds,#N/A,,144
2009,857,Tom Hanks,532,Angels & Demons,#N/A,,37.25
1995,857,Tom Hanks,703,Apollo 13,Drama,,10.75
1988,857,Tom Hanks,201,Big,Comedy,,67
#N/A,857,Tom Hanks,32,Bridge of Spies,Drama,,#N/A
2013,857,Tom Hanks,800,Captain Phillips,Biography,,119.75
2000,857,Tom Hanks,365,Cast Away,Romance,,154.75
2002,857,Tom Hanks,839,Catch Me If You Can,Biography,,109.75
2012,857,Tom Hanks,362,Cloud Atlas,Drama,,93.5
1994,857,Tom Hanks,299,Forrest Gump,Romance,,125.25
1993,857,Tom Hanks,560,Philadelphia,Drama,,74.75
2002,857,Tom Hanks,34,Road to Perdition,Drama,,49.5
